PROPIEDAD DE WWW.DOLARBLUEBOLIVIA.CLICK,,,,
,,,,
21/07/2024 17:36:42,"6,86","6,96","10,13","10,17"
21/07/2024 17:44:16,"6,86","6,96","10,13","10,17"
21/07/2024 17:59:16,"6,86","6,96","10,14","10,17"
21/07/2024 18:14:15,"6,86","6,96","10,14","10,17"
21/07/2024 18:29:15,"6,86","6,96","10,13","10,18"
21/07/2024 18:44:15,"6,86","6,96","10,14","10,18"
21/07/2024 18:59:15,"6,86","6,96","10,14","10,18"
21/07/2024 19:14:15,"6,86","6,96","10,14","10,17"
21/07/2024 19:29:15,"6,86","6,96","10,14","10,17"
21/07/2024 19:44:15,"6,86","6,96","10,14","10,17"
21/07/2024 19:59:15,"6,86","6,96","10,14","10,18"
21/07/2024 20:14:15,"6,86","6,96","10,14","10,19"
21/07/2024 20:29:15,"6,86","6,96","10,14","10,19"
21/07/2024 20:44:16,"6,86","6,96","10,14","10,2"
21/07/2024 20:59:16,"6,86","6,96","10,15","10,2"
21/07/2024 21:14:15,"6,86","6,96","10,16","10,2"
21/07/2024 21:29:15,"6,86","6,96","10,16","10,2"
21/07/2024 21:44:15,"6,86","6,96","10,16","10,2"
21/07/2024 21:59:16,"6,86","6,96","10,17","10,2"
21/07/2024 22:14:15,"6,86","6,96","10,17","10,2"
21/07/2024 22:29:15,"6,86","6,96","10,17","10,2"
21/07/2024 22:44:16,"6,86","6,96","10,16","10,19"
21/07/2024 22:59:15,"6,86","6,96","10,16","10,19"
21/07/2024 23:14:15,"6,86","6,96","10,17","10,2"
21/07/2024 23:29:16,"6,86","6,96","10,18","10,19"
21/07/2024 23:44:15,"6,86","6,96","10,16","10,19"
21/07/2024 23:59:16,"6,86","6,96","10,16","10,2"
22/07/2024 0:14:15,"6,86","6,96","10,18","10,2"
22/07/2024 0:29:15,"6,86","6,96","10,16","10,2"
22/07/2024 0:44:21,"6,86","6,96","10,16","10,2"
22/07/2024 0:59:15,"6,86","6,96","10,16","10,2"
22/07/2024 1:14:15,"6,86","6,96","10,16","10,2"
22/07/2024 1:29:19,"6,86","6,96","10,16","10,2"
22/07/2024 1:44:15,"6,86","6,96","10,14","10,21"
22/07/2024 1:59:15,"6,86","6,96","10,14","10,21"
22/07/2024 2:14:16,"6,86","6,96","10,14","10,21"
22/07/2024 2:29:16,"6,86","6,96","10,14","10,21"
22/07/2024 2:44:16,"6,86","6,96","10,14","10,21"
22/07/2024 2:59:16,"6,86","6,96","10,14","10,21"
22/07/2024 3:14:15,"6,86","6,96","10,14","10,21"
22/07/2024 3:29:16,"6,86","6,96","10,14","10,2"
22/07/2024 3:44:22,"6,86","6,96","10,14","10,21"
22/07/2024 3:59:16,"6,86","6,96","10,14","10,21"
22/07/2024 4:14:17,"6,86","6,96","10,14","10,21"
22/07/2024 4:29:16,"6,86","6,96","10,14","10,21"
22/07/2024 4:44:21,"6,86","6,96","10,14","10,21"
22/07/2024 4:59:15,"6,86","6,96","10,14","10,21"
22/07/2024 5:14:16,"6,86","6,96","10,14","10,21"
22/07/2024 5:29:15,"6,86","6,96","10,14","10,21"
22/07/2024 5:44:15,"6,86","6,96","10,14","10,21"
22/07/2024 5:59:16,"6,86","6,96","10,14","10,21"
22/07/2024 6:14:15,"6,86","6,96","10,15","10,21"
22/07/2024 6:29:22,"6,86","6,96","10,15","10,21"
22/07/2024 6:44:15,"6,86","6,96","10,14","10,21"
22/07/2024 6:59:18,"6,86","6,96","10,14","10,21"
22/07/2024 7:14:16,"6,86","6,96","10,14","10,2"
22/07/2024 7:29:15,"6,86","6,96","10,15","10,2"
22/07/2024 7:44:15,"6,86","6,96","10,16","10,2"
22/07/2024 7:59:48,"6,86","6,96","10,15","10,19"
22/07/2024 8:14:15,"6,86","6,96","10,15","10,19"
22/07/2024 8:29:16,"6,86","6,96","10,15","10,19"
22/07/2024 8:44:15,"6,86","6,96","10,15","10,18"
22/07/2024 8:59:16,"6,86","6,96","10,15","10,19"
22/07/2024 9:14:16,"6,86","6,96","10,15","10,19"
22/07/2024 9:29:16,"6,86","6,96","10,15","10,18"
22/07/2024 9:44:15,"6,86","6,96","10,15","10,19"
22/07/2024 9:59:15,"6,86","6,96","10,15","10,17"
22/07/2024 10:14:15,"6,86","6,96","10,14","10,16"
22/07/2024 10:29:16,"6,86","6,96","10,14","10,16"
22/07/2024 10:44:17,"6,86","6,96","10,13","10,16"
22/07/2024 10:59:15,"6,86","6,96","10,12","10,17"
22/07/2024 11:14:16,"6,86","6,96","10,12","10,17"
22/07/2024 11:29:16,"6,86","6,96","10,12","10,17"
22/07/2024 11:44:15,"6,86","6,96","10,12","10,17"
22/07/2024 11:59:15,"6,86","6,96","10,12","10,16"
22/07/2024 12:14:17,"6,86","6,96","10,12","10,16"
22/07/2024 12:29:16,"6,86","6,96","10,12","10,16"
22/07/2024 12:44:15,"6,86","6,96","10,12","10,16"
22/07/2024 12:59:16,"6,86","6,96","10,12","10,16"
22/07/2024 13:14:15,"6,86","6,96","10,13","10,16"
22/07/2024 13:29:22,"6,86","6,96","10,13","10,16"
22/07/2024 13:44:16,"6,86","6,96","10,13","10,16"
22/07/2024 13:59:16,"6,86","6,96","10,13","10,16"
22/07/2024 14:14:15,"6,86","6,96","10,13","10,15"
22/07/2024 14:29:21,"6,86","6,96","10,12","10,16"
22/07/2024 14:44:16,"6,86","6,96","10,13","10,16"
22/07/2024 14:59:15,"6,86","6,96","10,13","10,16"
22/07/2024 15:14:15,"6,86","6,96","10,13","10,16"
22/07/2024 15:29:15,"6,86","6,96","10,13","10,16"
22/07/2024 15:44:18,"6,86","6,96","10,11","10,16"
22/07/2024 15:59:15,"6,86","6,96","10,12","10,16"
22/07/2024 16:14:15,"6,86","6,96","10,12","10,16"
22/07/2024 16:29:15,"6,86","6,96","10,12","10,16"
22/07/2024 16:44:15,"6,86","6,96","10,13","10,17"
22/07/2024 16:59:15,"6,86","6,96","10,13","10,17"
22/07/2024 17:14:15,"6,86","6,96","10,13","10,17"
22/07/2024 17:29:15,"6,86","6,96","10,14","10,17"
22/07/2024 17:44:15,"6,86","6,96","10,14","10,18"
22/07/2024 17:59:21,"6,86","6,96","10,15","10,18"
22/07/2024 18:14:19,"6,86","6,96","10,17","10,19"
22/07/2024 18:29:15,"6,86","6,96","10,2","10,2"
22/07/2024 18:44:16,"6,86","6,96","10,16","10,18"
22/07/2024 18:59:15,"6,86","6,96","10,2","10,2"
22/07/2024 19:14:15,"6,86","6,96","10,2","10,2"
22/07/2024 19:29:15,"6,86","6,96","10,17","10,21"
22/07/2024 19:44:15,"6,86","6,96","10,17","10,2"
22/07/2024 19:59:15,"6,86","6,96","10,16","10,2"
22/07/2024 20:14:15,"6,86","6,96","10,16","10,19"
22/07/2024 20:29:16,"6,86","6,96","10,17","10,19"
22/07/2024 20:44:15,"6,86","6,96","10,16","10,2"
22/07/2024 20:59:15,"6,86","6,96","10,16","10,19"
22/07/2024 21:14:16,"6,86","6,96","10,17","10,19"
22/07/2024 21:29:16,"6,86","6,96","10,16","10,18"
22/07/2024 21:44:15,"6,86","6,96","10,16","10,19"
22/07/2024 21:59:15,"6,86","6,96","10,17","10,19"
22/07/2024 22:14:15,"6,86","6,96","10,17","10,19"
